,enumeration_type,number,last_updated_epoch,created_epoch,other_names,addresses,taxonomies,identifiers,basic.organization_name,basic.organizational_subpart,basic.enumeration_date,basic.last_updated,basic.status,basic.authorized_official_first_name,basic.authorized_official_last_name,basic.authorized_official_middle_name,basic.authorized_official_telephone_number,basic.authorized_official_title_or_position,basic.authorized_official_name_prefix,basic.name,basic.first_name,basic.last_name,basic.middle_name,basic.credential,basic.sole_proprietor,basic.gender,basic.name_prefix,basic.authorized_official_credential,basic.certification_date,basic.authorized_official_name_suffix,basic.name_suffix,practiceLocations,endpoints,basic.parent_organization_ein,basic.parent_organization_legal_business_name,basic.reactivation_date,basic.deactivation_date
1932,NPI-1,1770558355,1297641600,1140134400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '2901 E ZION RD', 'address_2': 'SUITE 12', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035007', 'telephone_number': '479-251-7000'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3560 N BUCKINGHAM DR', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727033783', 'telephone_number': '479-251-7000'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '3082'}]","[{'identifier': '3082', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'ARKANSAS DENTAL LICENSE #'}, {'identifier': '127764608', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}, {'identifier': '59988', 'code': '01', 'desc': 'Other', 'state': '', 'issuer': 'MPIN #'}]",,,2006-02-17,2011-02-14,A,,,,,,,TAYLOR SCOTT,SCOTT,TAYLOR,MATTHEW,DDS,NO,M,DR.,,,,,,,,,,
1933,NPI-1,1235205568,1183939200,1164672000,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '2901 E ZION RD', 'address_2': 'SUITE 12', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035007', 'telephone_number': '479-251-7000'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '2757 N BROOKBURY XING', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727034386', 'telephone_number': '479-582-3337'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '3411'}]","[{'identifier': '148479608', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}]",,,2006-11-28,2007-07-09,A,,,,,,,SHARMA SWATI,SWATI,SHARMA,LAVANI,DDS,YES,F,DR.,,,,,,,,,,
1934,NPI-2,1386048189,1425427200,1413936000,"[{'organization_name': 'SUNSHINE DENTAL', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '2901 ZION RD', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035007', 'telephone_number': '479-251-7000'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3782 N FRONT ST', 'address_2': 'STE 1', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035906', 'telephone_number': '479-443-1705', 'fax_number': '479-443-1586'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}]",[],BETHEL BURRIS OLIVER PLLC,NO,2014-10-22,2015-03-04,A,BENJAMIN,BURRIS,,479-443-1705,OWNER,,BETHEL BURRIS OLIVER PLLC,,,,,,,,"DDS, MDS, PA",,,,,,,,,
1935,NPI-1,1437163599,1406592000,1153958400,"[{'code': '5', 'type': 'Other Name', 'last_name': 'JOHNSON', 'first_name': 'C.', 'middle_name': 'CHAD', 'prefix': 'DR.', 'credential': 'D.D.S.'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '2907 E JOYCE BLVD', 'address_2': 'SUITE 12', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035011', 'telephone_number': '479-445-6688'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '2907 E JOYCE BLVD', 'address_2': 'SUITE 12', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035011', 'telephone_number': '479-445-6688'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': 'AR3377'}]","[{'identifier': '1397170', 'code': '01', 'desc': 'Other', 'state': 'PA', 'issuer': 'UNITED CONCORDIA NUMER'}, {'identifier': '5X003', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BLUE CROSS PROVIDER NUMBE'}]",,,2006-07-27,2014-07-29,A,,,,,,,JOHNSON CHARLES,CHARLES,JOHNSON,CHAD,D.D.S.,YES,M,DR.,,,,,,,,,,
1936,NPI-2,1891760468,1296777600,1140134400,"[{'organization_name': 'SUNSHINE DENTAL CLINIC', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '2901 E ZION RD', 'address_2': 'SUITE 12', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035070', 'telephone_number': '479-251-7000'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '2901 E ZION RD', 'address_2': 'SUITE 12', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035070', 'telephone_number': '479-251-7000'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': '', 'license': '', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]","[{'identifier': '139120631', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}]","SCOTT M TAYLOR, DDS",NO,2006-02-17,2011-02-04,A,SCOTT,TAYLOR,MATTHEW,479-251-7000,OWNER,DR.,"SCOTT M TAYLOR, DDS",,,,,,,,DDS,,,,,,,,,
1937,NPI-1,1972964195,1614073450,1458000000,"[{'code': '1', 'type': 'Former Name', 'last_name': 'HOWELL', 'first_name': 'BRITTANY', 'middle_name': 'AMBER'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3996 N FRONTAGE RD', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035122', 'telephone_number': '479-582-3000', 'fax_number': '479-582-2840'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': 'PO BOX 4185', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727024185', 'telephone_number': '479-717-1171', 'fax_number': '479-582-2840'}]","[{'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': 'AR', 'license': '4409', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}, {'code': '204E00000X', 'desc': 'Oral & Maxillofacial Surgery', 'primary': True, 'state': 'AR', 'license': '4409'}]","[{'identifier': '200925400A', 'code': '05', 'desc': 'MEDICAID', 'state': 'OK', 'issuer': ''}, {'identifier': '243890679', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}]",,,2016-03-15,2021-02-23,A,,,,,,,WILLIAMS BRITTANY,BRITTANY,WILLIAMS,HOWELL,D.M.D.,YES,F,,,2021-02-23,,,,,,,,
1938,NPI-1,1699823948,1614939066,1167955200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3996 N FRONTAGE RD', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035122', 'telephone_number': '479-582-3002', 'fax_number': '479-582-2840'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': 'PO BOX 4185', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727024185', 'telephone_number': '479-717-1171', 'fax_number': '479-582-2840'}]","[{'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': 'AR', 'license': '2826'}, {'code': '204E00000X', 'desc': 'Oral & Maxillofacial Surgery', 'primary': True, 'state': 'AR', 'license': '2826'}]","[{'identifier': '136420679', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}, {'identifier': '58187', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BCBS'}, {'identifier': '985779', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'UNITED CONCORDIA'}, {'identifier': '234282400', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'DEPT OF LABOR WORKERS COM'}]",,,2007-01-05,2021-03-05,A,,,,,,,SKOCH STEVEN,STEVEN,SKOCH,A,DDS,NO,M,DR.,,2021-03-05,,,,,,,,
1939,NPI-1,1346692787,1615400049,1468195200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3996 N FRONTAGE RD', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035122', 'telephone_number': '479-582-3002', 'fax_number': '479-582-2840'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': 'PO BOX 8880', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727030015', 'telephone_number': '479-582-3000', 'fax_number': '479-582-2840'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': False, 'state': 'NJ', 'license': '22DR03038'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': 'NJ', 'license': '22DR03038'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': 'AR', 'license': '4422'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': 'NJ', 'license': '06921'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': 'NJ', 'license': '22D102662800'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': 'NJ', 'license': '22D102662801'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': 'NJ', 'license': '22D102662802'}, {'code': '204E00000X', 'desc': 'Oral & Maxillofacial Surgery', 'primary': False, 'state': 'NJ', 'license': '06921'}, {'code': '204E00000X', 'desc': 'Oral & Maxillofacial Surgery', 'primary': True, 'state': 'AR', 'license': '4422'}]",[],,,2016-07-11,2021-03-10,A,,,,,,,RICHER JUSTIN,JUSTIN,RICHER,PEIRCE,DMD,YES,M,DR.,,2021-03-10,,,"[{'address_type': 'DOM', 'address_1': '3333 S PINNACLE HILLS PKWY STE 104', 'address_2': '', 'city': 'ROGERS', 'state': 'AR', 'postal_code': '727589100', 'country_code': 'US', 'country_name': 'United States', 'fax_number': '479-616-1914', 'telephone_number': '479-755-3000', 'update_date': '2021-03-10 14:03'}]",,,,,
1940,NPI-2,1083957351,1365033600,1365033600,"[{'organization_name': 'ARKANSAS ORTHODONTICS', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3782 N FRONT ST', 'address_2': 'SUITE 1', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035128', 'telephone_number': '479-443-1705', 'fax_number': '479-443-1586'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3782 N FRONT ST', 'address_2': 'SUITE 1', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035128', 'telephone_number': '479-443-1705', 'fax_number': '479-443-1586'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]",[],GATEWAY VENTURES LLC,NO,2013-04-04,2013-04-04,A,BENJAMIN,BURRIS,,479-443-1705,OWNER,,GATEWAY VENTURES LLC,,,,,,,,"D.D.S., M.D.S.",,,,,,,,,
1941,NPI-2,1972905982,1425513600,1411344000,"[{'organization_name': 'ARKANSAS DENTISTRY AND BRACES', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3782 N FRONT ST', 'address_2': 'SUITE 1', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035128', 'telephone_number': '479-445-6335'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3782 N FRONT ST', 'address_2': 'SUITE 1', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035128', 'telephone_number': '479-445-6335'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}]",[],BETHEL BURRIS OLIVER PLLC,NO,2014-09-22,2015-03-05,A,BENJAMIN,BURRIS,,479-443-1705,OWNER,,BETHEL BURRIS OLIVER PLLC,,,,,,,,"D.D.S., M.D.S., P.A.",,,,,,,,,
1942,NPI-1,1376691097,1359936000,1168214400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '1708 E JOYCE BLVD', 'address_2': 'SUITE 2', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035252', 'telephone_number': '479-582-3002', 'fax_number': '479-582-2840'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': 'PO BOX 4185', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727024185', 'telephone_number': '479-717-1171', 'fax_number': '479-725-2395'}]","[{'code': '204E00000X', 'desc': 'Oral & Maxillofacial Surgery', 'primary': False, 'state': 'AR', 'license': '1931'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': True, 'state': 'AR', 'license': '1931'}]","[{'identifier': '58229', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BCBS'}, {'identifier': '234282400', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'DEPT OF LABOR WORKERS COM'}, {'identifier': '194717', 'code': '01', 'desc': 'Other', 'state': '', 'issuer': 'UNITED CONCORDIA'}]",,,2007-01-08,2013-02-04,A,,,,,,,GRAMMER FRANK,FRANK,GRAMMER,C,"DDS, PHD",NO,M,DR.,,,,,,,,,,
1943,NPI-1,1235290115,1183852800,1165968000,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3533 N SHILOH DR STE 3', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035317', 'telephone_number': '479-442-3411', 'fax_number': '479-442-3901'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3533 N SHILOH DR STE 3', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035317', 'telephone_number': '479-442-3411', 'fax_number': '479-442-3901'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '3589'}]","[{'identifier': '5P029', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BCBS'}, {'identifier': '1892010', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'UNITED CONCORDIA'}]",,,2006-12-13,2007-07-08,A,,,,,,,GREWAL AVTAR,AVTAR,GREWAL,S.,D.D.S.,NO,M,DR.,,,,,,,,,,
1944,NPI-1,1093120727,1403222400,1403222400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3533 N SHILOH DR STE 3', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035317', 'telephone_number': '479-442-3411', 'fax_number': '479-442-3901'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3782 N FRONT ST STE 1', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035906', 'telephone_number': '479-443-1705', 'fax_number': '479-443-1586'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '3984'}]",[],,,2014-06-20,2014-06-20,A,,,,,,,CAULDWELL JOHN,JOHN,CAULDWELL,,,YES,M,,,,,,,,,,,
1945,NPI-2,1922166610,1598086323,1165276800,"[{'organization_name': 'ARKANSAS ORTHODONTICS', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3533 N SHILOH DR STE 3', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035317', 'telephone_number': '479-442-3411', 'fax_number': '479-442-3901'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3533 N SHILOH DR STE 3', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035317', 'telephone_number': '479-442-3411', 'fax_number': '479-442-3901'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '2035', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]","[{'identifier': '5F642', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'ARKANSAS BCBS'}, {'identifier': '814087', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'UNITED CONCORDIA'}]","BILL PICKARD, DDS, MS, PA",NO,2006-12-05,2020-08-22,A,BILL,PICKARD,,479-442-3411,"OWNER,ORTHODONTIST",DR.,"BILL PICKARD, DDS, MS, PA",,,,,,,,"DDS, MS, PA",,,,,,,,,
1946,NPI-1,1497138549,1436347346,1436313600,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3533 N SHILOH DR', 'address_2': 'SUITE 3', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035359', 'telephone_number': '479-445-6335', 'fax_number': '479-301-2878'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4375 N VANTAGE DR', 'address_2': 'SUITE 202', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727034982', 'telephone_number': '479-445-6335', 'fax_number': '479-301-2878'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '4063'}]",[],,,2015-07-08,2015-07-08,A,,,,,,,BRAHMBHATT RAJ,RAJ,BRAHMBHATT,,DDS,NO,M,,,,,,,,,,,
1947,NPI-2,1336482264,1425340800,1364428800,"[{'organization_name': 'ARKANSAS DENTISTRY AND BRACES', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3533 N SHILOH DR', 'address_2': 'SUITE 3', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035359', 'telephone_number': '479-442-3411', 'fax_number': '479-442-3901'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3782 N FRONT ST', 'address_2': 'SUITE 1', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035128', 'telephone_number': '479-443-1705', 'fax_number': '479-443-1586'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': False, 'state': 'AR', 'license': '3339', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': False, 'state': 'AR', 'license': '3460', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': 'AR', 'license': '4013', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '3465', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}]",[],BETHEL BURRIS OLIVER PLLC,NO,2013-03-28,2015-03-03,A,BENJAMIN,BURRIS,,479-442-3411,OWNER,DR.,BETHEL BURRIS OLIVER PLLC,,,,,,,,"DDS, MDS",,,,,,,,,
1948,NPI-1,1427431261,1435599650,1435536000,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3533 N SHILOH DR', 'address_2': 'SUITE 3', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035359', 'telephone_number': '479-445-6335', 'fax_number': '479-301-2878'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4375 N VANTAGE DR', 'address_2': 'SUITE 202', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727034982', 'telephone_number': '479-445-6335', 'fax_number': '479-301-2878'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'TN', 'license': '4056'}]",[],,,2015-06-29,2015-06-29,A,,,,,,,JORDAN JESSICA,JESSICA,JORDAN,,DDS,NO,F,,,,,,,,,,,
1949,NPI-1,1538542261,1435668930,1435622400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3533 N SHILOH DR', 'address_2': 'SUITE 3', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035359', 'telephone_number': '479-445-6335', 'fax_number': '479-301-2878'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '4375 N VANTAGE DR', 'address_2': 'SUITE 202', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727034982', 'telephone_number': '479-445-6335', 'fax_number': '479-301-2878'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'TN', 'license': '4049'}]",[],,,2015-06-30,2015-06-30,A,,,,,,,AHMAD WAQAS,WAQAS,AHMAD,,DDS,NO,M,,,,,,,,,,,
1950,NPI-1,1407915515,1386720000,1165363200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '1607 E RAINFOREST DR', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035385', 'telephone_number': '479-582-0600', 'fax_number': '479-443-4630'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '1607 E RAINFOREST DR', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035385', 'telephone_number': '479-582-0600', 'fax_number': '479-443-4630'}]","[{'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': True, 'state': 'AR', 'license': '3404'}]","[{'identifier': '1400699', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'UCCI'}, {'identifier': '3404', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'DELTA'}, {'identifier': '5X950', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BCBS'}, {'identifier': '152987608', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}]",,,2006-12-06,2013-12-11,A,,,,,,,TOMPKINS WILLIAM,WILLIAM,TOMPKINS,,D.D.S.,NO,M,,,,,,,,,,,
1951,NPI-1,1568521755,1386547200,1165363200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '1607 E RAINFOREST DR', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035385', 'telephone_number': '479-582-0600', 'fax_number': '479-443-4630'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '1607 E RAINFOREST DR', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035385', 'telephone_number': '479-582-0600', 'fax_number': '479-443-4630'}]","[{'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': True, 'state': 'AR', 'license': '3424'}]","[{'identifier': '3424', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'DELTA DENTAL'}, {'identifier': '5X368', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BCBS'}, {'identifier': '149537608', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}, {'identifier': '1400699', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'UCCI'}]",,,2006-12-06,2013-12-09,A,,,,,,,SANDERS JERRY,JERRY,SANDERS,,D.D.S.,NO,M,,,,,,,,,,,
