,address_1,city,state,postal_code
1386,6879 ISAACS ORCHARD RD STE B,SPRINGDALE,AR,72762
1387,6815 ISAACS ORCHARD RD STE A,SPRINGDALE,AR,72762
1388,6815 ISAACS ORCHARD RD,SPRINGDALE,AR,72762
1389,6801 ISAACS ORCHARD RD STE 101,SPRINGDALE,AR,72762
1390,2707 W HUNTSVILLE AVE,SPRINGDALE,AR,72762
1391,2709 W HUNTSVILLE AVE,SPRINGDALE,AR,72762
1392,390 4TH ST N,ST PETERSBURG,FL,33701
1393,2890 W HUNTSVILLE AVE,SPRINGDALE,AR,72762
1394,1308 S PLEASANT ST,SPRINGDALE,AR,72764
1395,418 W MAPLE AVE,SPRINGDALE,AR,72764
1396,711 QUANDT,SPRINGDALE,AR,72764
1397,610 E. EMMA AVENUE,SPRINGDALE,AR,72764
1398,2702 AMERICAN STREET,SPRINGDALE,AR,72764
1399,712 W MEADOW AVE,SPRINGDALE,AR,72764
1400,614 E EMMA AVE,SPRINGDALE,AR,72764
1401,920 W EMMA AVE,SPRINGDALE,AR,72764
1402,601 W MAPLE AVE,SPRINGDALE,AR,72764
1403,609 W MAPLE AVE,SPRINGDALE,AR,72764
1404,711 QUANDT AVE,SPRINGDALE,AR,72764
1405,1301 E ROBINSON AVE STE B5,SPRINGDALE,AR,72764
1406,1333 ARAPAHO AVE,SPRINGDALE,AR,72764
1407,2702 AMERICAN ST,SPRINGDALE,AR,72764
1408,2111 S OLD MISSOURI RD,SPRINGDALE,AR,72764
1409,10662 UNION STAR CHURCH RD,WEST FORK,AR,72774
1410,439 N CENTENNIAL AVE,WEST FORK,AR,72774
1411,1501 W C ST,RUSSELLVILLE,AR,72801
1412,1500 W MAIN ST,RUSSELLVILLE,AR,72801
1413,319 S GLENWOOD AVE,RUSSELLVILLE,AR,72801
1414,319 S GLENWOOD,RUSSELLVILLE,AR,72801
1415,104 N UTAH,RUSSELLVILLE,AR,72801
1416,1700 WEST C PLACE,RUSSELLVILLE,AR,72801
1417,3105 W MAIN ST,RUSSELLVILLE,AR,72801
1418,2621 W MAIN ST,RUSSELLVILLE,AR,72801
1419,1610 W C PL,RUSSELLVILLE,AR,72801
1420,1919 W MAIN ST,RUSSELLVILLE,AR,72801
1421,104 N UTAH AVE,RUSSELLVILLE,AR,72801
1422,2112 W MAIN ST,RUSSELLVILLE,AR,72801
1423,1702 W C PL,RUSSELLVILLE,AR,72801
1424,1700 W C PL,RUSSELLVILLE,AR,72801
1425,200 N PHOENIX AVE,RUSSELLVILLE,AR,72801
1426,110 S INGLEWOOD AVE,RUSSELLVILLE,AR,72801
1427,800 W B ST,RUSSELLVILLE,AR,72801
1428,402 E PARKWAY DR,RUSSELLVILLE,AR,72801
1429,150 S TULSA AVE,RUSSELLVILLE,AR,72801
1430,500 LENTZ DR STE 40,MADISON,TN,37115
1431,2405 N COURTENAY PKWY STE 105,MERRITT ISLAND,FL,32953
1432,2203 E PARKWAY DR,RUSSELLVILLE,AR,72802
1433,2015 W PARKWAY DR,RUSSELLVILLE,AR,72802
1434,230 N ELMIRA AVE,RUSSELLVILLE,AR,72802
1435,2913 S 74TH ST,FORT SMITH,AR,72903
1436,406 N CHURCH ST,ATKINS,AR,72823
1437,307 E MAIN ST,CLARKSVILLE,AR,72830
1438,105 N CRAVENS ST,CLARKSVILLE,AR,72830
1439,1101 E POPLAR ST,CLARKSVILLE,AR,72830
1440,1619 W MAIN ST STE A,CLARKSVILLE,AR,72830
1441,1619 W MAIN,CLARKSVILLE,AR,72830
1442,1101 POPLAR ST,CLARKSVILLE,AR,72830
1443,1126 S ROGERS ST,CLARKSVILLE,AR,72830
1444,1204 S ROGERS ST,CLARKSVILLE,AR,72830
1445,1408 E MAIN ST,CLARKSVILLE,AR,72830
1446,109 EAST 9TH,DANVILLE,AR,72833
1447,105 E 10TH ST,DANVILLE,AR,72833
1448,2320 STATE HIGHWAY 7 N,DARDANELLE,AR,72834
1449,116 S FRONT ST,DARDANELLE,AR,72834
1450,2533 STATE HIGHWAY 22 W,DARDANELLE,AR,72834
1451,7050 SR 7 NORTH,DOVER,AR,72837
1452,20 EAST SHORT MOUNTAIN STREET,PARIS,AR,72855
1453,15 WEST MAIN,PARIS,AR,72855
1454,15 W MAIN ST,PARIS,AR,72855
1455,20 E SHORT MOUNTAIN ST,PARIS,AR,72855
1456,311 PENNINGTON DRIVE,PARIS,AR,72855
1457,7146 SR 247,POTTSVILLE,AR,72858
1458,1021 S 21ST ST,FORT SMITH,AR,72901
1459,400 S 18TH ST,FORT SMITH,AR,72901
1460,109 NO. 17TH,FORT SMITH,AR,72901
1461,520 SO. 14TH STREET,FORT SMITH,AR,72901
1462,603 LEXINGTON AVE,FORT SMITH,AR,72901
1463,2701 N I ST,FORT SMITH,AR,72901
1464,109 N 17TH ST,FORT SMITH,AR,72901
1465,304 N GREENWOOD AVE,FORT SMITH,AR,72901
1466,609 S 21ST ST,FORT SMITH,AR,72901
1467,807 S 21ST ST,FORT SMITH,AR,72901
1468,1021 SOUTH 21ST ST,FORT SMITH,AR,72901
1469,520 S 14TH ST,FORT SMITH,AR,72901
1470,417 S 16TH ST,FORT SMITH,AR,72901
1471,613 LEXINGTON AVE,FORT SMITH,AR,72901
1472,600 LEXINGTON AVENUE,FORT SMITH,AR,72901
1473,1803 S GREENWOOD AVE,FORT SMITH,AR,72901
1474,2910 JENNY LIND ROAD,FORT SMITH,AR,72901
1475,2101 DALLAS ST,FORT SMITH,AR,72901
1476,4208 JENNY LIND RD,FORT SMITH,AR,72901
1477,2307 ZERO ST,FORT SMITH,AR,72901
1478,5901 RILEY PARK DRIVE,FORT SMTIH,AR,72916
1479,307 E RAY FINE BLVD STE 1,ROLAND,OK,74954
1480,5901 RILEY PARK DR.,FORT SMITH,AR,72916
1481,1501 S WALDRON RD,FORT SMITH,AR,72903
1482,2420 S 51ST CT STE A,FORT SMITH,AR,72903
1483,8020 DALLAS ST,FORT SMITH,AR,72903
1484,3510 S 79TH ST STE 100,FORT SMITH,AR,72903
1485,2420 S 51ST CT,FORT SMITH,AR,72903
1486,1326 S WALDRON RD,FORT SMITH,AR,72903
1487,9000 ROGERS AVE,FORT SMITH,AR,72903
1488,3200 ROGERS AVE STE 111,FORT SMITH,AR,72903
1489,2420 SOUTH 51ST COURT,FORT SMITH,AR,72903
1490,3501 S GARY,FT. SMITH,AR,72903
1491,2420 SO 51 CT,FORT SMITH,AR,72903
1492,5422 EUPER LANE,FORT SMITH,AR,72903
1493,5008 SOUTH U ST.,FORT SMITH,AR,72903
1494,5505 EUPER LANE,FORT SMITH,AR,72903
1495,5111 ROGERS AVE,FORT SMITH,AR,72903
1496,3501 SOUTH GARY,FORT SMITH,AR,72903
1497,1122 S WALDRON RD,FT SMITH,AR,72903
1498,3200 ROGERS AVE. SUITE 111,FORT SMITH,AR,72903
1499,3200 ROGERS AVE,FORT SMITH,AR,72903
1500,5604 ELLSWORTH RD,FORT SMITH,AR,72903
1501,2913 SOUTH 74TH STREET,FORT SMITH,AR,72903
1502,8309 PHOENIX AVENUE,FORT SMITH,AR,72903
1503,3015 FREE FERRY RD,FORT SMITH,AR,72903
1504,4605 S PHOENIX AVENUE,FORT SMITH,AR,72903
1505,1501 S WALDRON RD STE 208,FORT SMITH,AR,72903
1506,1122 S WALDRON RD,FORT SMITH,AR,72903
1507,"1122 SO WALDRON, STE A",FT. SMITH,AR,72903
1508,3200 ROGERS AVE STE 112,FORT SMITH,AR,72903
1509,4400 ROGERS AVE,FORT SMITH,AR,72903
1510,4400 ROGERS AVE STE C,FORT SMITH,AR,72903
1511,5422 EUPER LN,FORT SMITH,AR,72903
1512,5505 EUPER LN,FORT SMITH,AR,72903
1513,5008 S U ST,FORT SMITH,AR,72903
1514,5008 S U ST STE 101A,FORT SMITH,AR,72903
1515,2407 S WALDRON RD,FORT SMITH,AR,72903
1516,2403 S WALDRON RD,FORT SMITH,AR,72903
1517,2414 S 58TH ST,FORT SMITH,AR,72903
1518,6323 ROGERS AVE,FORT SMITH,AR,72903
1519,9009 CANTERBURY CV,FORT SMITH,AR,72903
1520,7801 PHOENIX AVE,FORT SMITH,AR,72903
1521,2909 S 74TH ST,FORT SMITH,AR,72903
1522,2713 S 74TH ST,FORT SMITH,AR,72903
1523,3224 OLD GREENWOOD RD,FORT SMITH,AR,72903
1524,3421 OLD GREENWOOD RD,FORT SMITH,AR,72903
1525,8239 ROGERS AVE,FORT SMITH,AR,72903
1526,3600 OLD GREENWOOD RD,FORT SMITH,AR,72903
1527,3600 OLD GREENWOOD RD STE 2,FORT SMITH,AR,72903
1528,8309 PHOENIX AVE,FORT SMITH,AR,72903
1529,202 2ND AVE S STE 203,GREAT FALLS,MT,59405
1530,340 S 12TH AVE,SHOW LOW,AZ,85901
1531,1101 NORTH POINT BLVD,BALTIMORE,MD,21224
1532,1528 N 39TH ST,FORT SMITH,AR,72904
1533,1528 NO 39TH,FORT SMITH,AR,72904
1534,2600 MARKET TRCE,FORT SMITH,AR,72908
1535,9004 JENNY LIND RD,FORT SMITH,AR,72908
1536,8901 JENNY LIND RD STE 6A,FORT SMITH,AR,72908
1537,2501 MARKET TRCE,FORT SMITH,AR,72908
1538,8700 S 36TH TER,FORT SMITH,AR,72908
1539,101 NW RENFRO ST STE 102,BURLESON,TX,76028
1540,10110 STEPHENS CT,FORT SMITH,AR,72908
1541,4224 SHANNON DR,FORT WORTH,TX,76116
1542,9220 HIGHWAY 71 S,FORT SMITH,AR,72916
1543,191 HIGHWAY 64 E,ALMA,AR,72921
1544,191 HWY 64 EAST,ALMA,AR,72921
1545,641 HWY 71 NORTH,ALMA,AR,72921
1546,209 HIGHWAY 71 N,ALMA,AR,72921
1547,1057 W MAIN ST,BOONEVILLE,AR,72927
1548,1090 E MAIN ST,BOONEVILLE,AR,72927
1549,1090 HWY 10 EAST,BOONEVILLE,AR,72927
1550,1090 EAST MAIN ST,BOONEVILLE,AR,72927
1551,708 PIRATES WAY,CEDARVILLE,AR,72932
1552,611 JEFFERSON ST,VAN BUREN,AR,72956
1553,16 CHURCH STREET,CHARLESTON,AR,72933
1554,16 CHURCH ST,CHARLESTON,AR,72933
1555,520 HAMILTON LANE,GREENWOOD,AR,72936
1556,7 WEST CENTER,GREENWOOD,AR,72936
1557,7 W CENTER STREET,GREENWOOD,AR,72936
1558,1742 W CENTER ST,GREENWOOD,AR,72936
1559,7 W CENTER ST,GREENWOOD,AR,72936
1560,603 S DIVISION ST,LAVACA,AR,72941
1561,1716 FRED PATTERSON DR,CENTRAL CITY,AR,72941
1562,407 E HOWARD ST,MANSFIELD,AR,72944
1563,100 N WALNUT AVE STE D,MANSFIELD,AR,72944
1564,407 EAST HOWARD STREET,MANSFIELD,AR,72944
1565,437 N MAIN ST,MULBERRY,AR,72947
1566,10 WEST COLLEGE STREET,OZARK,AR,72949
1567,1205 WEST COMMERCIAL,OZARK,AR,72949
1568,314 N 18TH ST,OZARK,AR,72949
1569,9755 W STATE HIGHWAY 22,RATCLIFF,AR,72951
1570,9755 W STATE HWY 22,RATCLIFF,AR,72951
1571,2729 RUDY RD,VAN BUREN,AR,72956
1572,1306 MAIN ST,VAN BUREN,AR,72956
1573,1306 EAST MAIN ST,VAN BUREN,AR,72956
1574,1621 FAYETTEVILLE RD,VAN BUREN,AR,72956
1575,711 E POINTER TRL,VAN BUREN,AR,72956
1576,1205 E POINTER TRL,VAN BUREN,AR,72956
1577,617 FAYETTEVILLE RD,VAN BUREN,AR,72956
1578,1607 EAST MAIN ST,VAN BUREN,AR,72956
1579,1607 MAIN ST,VAN BUREN,AR,72956
1580,1607 EAST MAIN STREET,VAN BUREN,AR,72956
1581,2411 FAYETTEVILLE RD,VAN BUREN,AR,72956
1582,2025 FAYETTEVILLE RD STE B,VAN BUREN,AR,72956
1583,2114 RICE STREET,WALDRON,AR,72958
